Marka;Seri;Model;Yil;Yakit;Vites;Motor Hacmi;Motor Gücü;Km;Ilan Tarihi;Fiyat
 Chevrolet   ; Cruze   ; 1.6 LT Plus   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;146000; 29 Ekim 2020   ;118000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;147000; 29 Ekim 2020   ;94998
 Chevrolet   ; Aveo   ; 1.4 SX   ; 2007   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;188000; 29 Ekim 2020   ;70000
 Chevrolet   ; Lacetti   ; 1.4 SE   ; 2009   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 95 hp   ;194000; 29 Ekim 2020   ;64750
 Chevrolet   ; Kalos   ; 1.4 SE   ; 2006   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 83 hp   ;149000; 29 Ekim 2020   ;63000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;173000; 29 Ekim 2020   ;94000
 Chevrolet   ; Aveo   ; 1.4 LT   ; 2011   ; LPG & Benzin   ; Düz   ; 1398 cc   ; 100 hp   ;140000; 29 Ekim 2020   ;78500
 Chevrolet   ; Kalos   ; 1.4 SX   ; 2004   ; Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;159700; 29 Ekim 2020   ;58750
 Chevrolet   ; Cruze   ; 1.6 Sport Plus   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;116000; 29 Ekim 2020   ;127000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;210000; 29 Ekim 2020   ;95000
 Chevrolet   ; Aveo   ; 1.3 D LTZ   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 95 hp   ;175000; 29 Ekim 2020   ;80000
 Chevrolet   ; Cruze   ; 1.6 LT   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;194000; 29 Ekim 2020   ;93000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;200000; 29 Ekim 2020   ;99000
 Chevrolet   ; Cruze   ; 1.6 Sport Plus   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;45000; 28 Ekim 2020   ;136000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 113 hp   ;164000; 28 Ekim 2020   ;97750
 Chevrolet   ; Aveo   ; 1.2 LS   ; 2012   ; LPG & Benzin   ; Düz   ; 1229 cc   ; 86 hp   ;175000; 28 Ekim 2020   ;89000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;140000; 28 Ekim 2020   ;100000
 Chevrolet   ; Aveo   ; 1.3 D LTZ   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 95 hp   ;91300; 28 Ekim 2020   ;120000
 Chevrolet   ; Aveo   ; 1.2 SE   ; 2010   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;79000; 28 Ekim 2020   ;75000
 Chevrolet   ; Cruze   ; 1.6 LT   ; 2013   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;142500; 28 Ekim 2020   ;96000
 Chevrolet   ; Cruze   ; 1.6 LT Plus   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;115000; 28 Ekim 2020   ;122000
 Chevrolet   ; Lacetti   ; 1.4 SE   ; 2010   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 95 hp   ;126000; 28 Ekim 2020   ;59500
 Chevrolet   ; Kalos   ; 1.2 SE   ; 2005   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;192000; 28 Ekim 2020   ;45000
 Chevrolet   ; Lacetti   ; 1.6 SX   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 109 hp   ;216000; 28 Ekim 2020   ;62500
 Chevrolet   ; Lacetti   ; 1.6 CDX   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 109 hp   ;155450; 28 Ekim 2020   ;75000
 Chevrolet   ; Aveo   ; 1.4 SE   ; 2010   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 100 hp   ;74500; 28 Ekim 2020   ;78500
 Chevrolet   ; Kalos   ; 1.4 SE   ; 2005   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 83 hp   ;71000; 28 Ekim 2020   ;63000
 Chevrolet   ; Cruze   ; 1.6 Sport Plus   ; 2013   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;65800; 28 Ekim 2020   ;125000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;182000; 28 Ekim 2020   ;88000
 Chevrolet   ; Lacetti   ; 1.6 SX   ; 2008   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 109 hp   ;580000; 28 Ekim 2020   ;54000
 Chevrolet   ; Aveo   ; 1.4 LTZ   ; 2013   ; Benzin   ; Düz   ; 1401 - 1600 cm3   ; 101 - 125 HP   ;130000; 28 Ekim 2020   ;115000
 Chevrolet   ; Camaro   ; 3.6   ; 2011   ; Benzin   ; Otomatik   ; 3001 - 3500 cm3   ; 301 - 325 HP   ;120000; 28 Ekim 2020   ;575000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;198000; 27 Ekim 2020   ;81500
 Chevrolet   ; Aveo   ; 1.2 SE   ; 2010   ; LPG & Benzin   ; Düz   ; 1200 cm3' e kadar   ; 51 - 75 HP   ;176000; 19 Kasım 2020   ;69750
 Chevrolet   ; Kalos   ; 1.4 SE   ; 2005   ; Benzin   ; Düz   ; 1399 cc   ; 83 hp   ;83500; 27 Ekim 2020   ;76000
 Chevrolet   ; Cruze   ; 1.6 LS Plus   ; 2009   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 113 hp   ;275000; 27 Ekim 2020   ;75000
 Chevrolet   ; Aveo   ; 1.4 LT   ; 2011   ; LPG & Benzin   ; Düz   ; 1398 cc   ; 100 hp   ;123500; 27 Ekim 2020   ;80000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;116000; 27 Ekim 2020   ;95000
 Chevrolet   ; Aveo   ; 1.4 LT   ; 2012   ; Benzin   ; Düz   ; 1398 cc   ; 100 hp   ;91000; 27 Ekim 2020   ;97500
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;93000; 27 Ekim 2020   ;115000
 Chevrolet   ; Lacetti   ; 1.6 WTCC   ; 2009   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 109 hp   ;177500; 27 Ekim 2020   ;67000
 Chevrolet   ; Kalos   ; 1.4 SX   ; 2005   ; LPG & Benzin   ; Düz   ; 1201 - 1400 cm3   ; 76 - 100 HP   ;189000; 27 Ekim 2020   ;53500
 Chevrolet   ; Cruze   ; 1.6 LT Plus   ; 2012   ; Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;46000; 27 Ekim 2020   ;119000
 Chevrolet   ; Cruze   ; 1.6 Design Edition Plus   ; 2011   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;136500; 27 Ekim 2020   ;109250
 Chevrolet   ; Cruze   ; 2.0 D LT   ; 2012   ; Dizel   ; Düz   ; 1991 cc   ; 163 hp   ;169000; 27 Ekim 2020   ;105000
 Chevrolet   ; Kalos   ; 1.4 SE   ; 2004   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 83 hp   ;96750; 27 Ekim 2020   ;61000
 Chevrolet   ; Camaro   ; 2.0   ; 2016   ; Benzin   ; Otomatik   ; 1801 - 2000 cm3   ; 251 - 275 HP   ;82500; 27 Ekim 2020   ;715000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2011   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;150000; 27 Ekim 2020   ;127000
 Chevrolet   ; Spark   ; 0.8 SE   ; 2006   ; Benzin   ; Otomatik   ; 796 cc   ; 52 hp   ;127000; 27 Ekim 2020   ;67500
 Chevrolet   ; Lacetti   ; 1.4 SE   ; 2008   ; Benzin   ; Düz   ; 1399 cc   ; 95 hp   ;215000; 27 Ekim 2020   ;64750
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;106000; 27 Ekim 2020   ;92500
 Chevrolet   ; Lacetti   ; 1.4 SE   ; 2004   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 95 hp   ;220000; 27 Ekim 2020   ;52000
 Chevrolet   ; Cruze   ; 1.6 LT Plus   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;195000; 27 Ekim 2020   ;89500
 Chevrolet   ; Lacetti   ; 1.4 SE   ; 2011   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 95 hp   ;132000; 27 Ekim 2020   ;74000
 Chevrolet   ; Kalos   ; 1.2 SE   ; 2006   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;217500; 27 Ekim 2020   ;57500
 Chevrolet   ; Cruze   ; 1.6 Design Edition Plus   ; 2011   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;119500; 27 Ekim 2020   ;110000
 Chevrolet   ; Aveo   ; 1.4 SE   ; 2011   ; LPG & Benzin   ; Otomatik   ; 1399 cc   ; 94 hp   ;52260; 27 Ekim 2020   ;106900
 Chevrolet   ; Aveo   ; 1.3 D LT   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;102429; 27 Ekim 2020   ;96000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2011   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;165000; 27 Ekim 2020   ;115500
 Chevrolet   ; Aveo   ; 1.3 D LT   ; 2013   ; Dizel   ; Düz   ; 1201 - 1400 cm3   ; 51 - 75 HP   ;89180; 27 Ekim 2020   ;111999
 Chevrolet   ; Aveo   ; 1.3 D LT   ; 2013   ; Dizel   ; Düz   ; 1201 - 1400 cm3   ; 51 - 75 HP   ;113000; 27 Ekim 2020   ;96500
 Chevrolet   ; Cruze   ; 1.4 T LTZ   ; 2013   ; LPG & Benzin   ; Otomatik   ; 1364 cc   ; 140 hp   ;152000; 26 Ekim 2020   ;135000
 Chevrolet   ; Cruze   ; 1.6 WTCC Edition Plus   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;138000; 26 Ekim 2020   ;131000
 Chevrolet   ; Aveo   ; 1.4 LT   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1398 cc   ; 100 hp   ;110000; 26 Ekim 2020   ;99500
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;126000; 26 Ekim 2020   ;98000
 Chevrolet   ; Kalos   ; 1.4 SX   ; 2004   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;165000; 26 Ekim 2020   ;60000
 Chevrolet   ; Aveo   ; 1.2 S   ; 2009   ; LPG & Benzin   ; Düz   ; 1206 cc   ; 84 hp   ;83000; 26 Ekim 2020   ;78000
 Chevrolet   ; Cruze   ; 1.6 LS Plus   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 113 hp   ;168000; 26 Ekim 2020   ;88950
 Chevrolet   ; Lacetti   ; 1.4 SE   ; 2009   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;240000; 26 Ekim 2020   ;57000
 Chevrolet   ; Cruze   ; 1.6 Sport Plus   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;164000; 26 Ekim 2020   ;125500
 Chevrolet   ; Cruze   ; 1.6 WTCC Edition Plus   ; 2011   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;164500; 26 Ekim 2020   ;105000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 113 hp   ;82500; 26 Ekim 2020   ;130500
 Chevrolet   ; Cruze   ; 1.6 LT   ; 2012   ; LPG & Benzin   ; Düz   ; 1401 - 1600 cm3   ; 101 - 125 HP   ;134000; 26 Ekim 2020   ;110000
 Chevrolet   ; Aveo   ; 1.4 SX   ; 2011   ; LPG & Benzin   ; Düz   ; 1201 - 1400 cm3   ; 76 - 100 HP   ;108000; 26 Ekim 2020   ;88000
 Chevrolet   ; Corvette   ; C5   ; 2000   ; Benzin   ; Otomatik   ; 5666 cc   ; 344 hp   ;99000; 26 Ekim 2020   ;575000
 Chevrolet   ; Lacetti   ; 1.6 WTCC   ; 2009   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 109 hp   ;240000; 26 Ekim 2020   ;69900
 Chevrolet   ; Aveo   ; 1.4 LS   ; 2011   ; LPG & Benzin   ; Düz   ; 1398 cc   ; 100 hp   ;100000; 26 Ekim 2020   ;87500
 Chevrolet   ; Cruze   ; 1.6 Sport Plus   ; 2013   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;127000; 26 Ekim 2020   ;119000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 113 hp   ;219000; 26 Ekim 2020   ;92000
 Chevrolet   ; Lacetti   ; 1.6 WTCC   ; 2009   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 109 hp   ;137000; 26 Ekim 2020   ;80000
 Chevrolet   ; Aveo   ; 1.2 S   ; 2006   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;248000; 26 Ekim 2020   ;52750
 Chevrolet   ; Cruze   ; 1.6 Design Edition Plus   ; 2011   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;126000; 26 Ekim 2020   ;109250
 Chevrolet   ; Kalos   ; 1.2 SE   ; 2005   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;185000; 26 Ekim 2020   ;49750
 Chevrolet   ; Cruze   ; 1.6 WTCC Edition Plus   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;130000; 26 Ekim 2020   ;113250
 Chevrolet   ; Aveo   ; 1.4 LS   ; 2011   ; Benzin   ; Düz   ; 1398 cc   ; 100 hp   ;46500; 26 Ekim 2020   ;85000
 Chevrolet   ; Aveo   ; 1.3 D LS   ; 2013   ; Dizel   ; Düz   ; 1201 - 1400 cm3   ; 51 - 75 HP   ;295000; 26 Ekim 2020   ;75500
 Chevrolet   ; Aveo   ; 1.3 D LS   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;175000; 26 Ekim 2020   ;68000
 Chevrolet   ; Aveo   ; 1.4 S   ; 2008   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;233000; 26 Ekim 2020   ;61500
 Chevrolet   ; Cruze   ; 1.6 LT Plus   ; 2011   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;97500; 26 Ekim 2020   ;107000
 Chevrolet   ; Kalos   ; 1.4 SX   ; 2004   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;221000; 26 Ekim 2020   ;60000
 Chevrolet   ; Aveo   ; 1.3 D LS   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;190000; 26 Ekim 2020   ;77500
 Chevrolet   ; Aveo   ; 1.3 D LS   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;298000; 26 Ekim 2020   ;61500
 Chevrolet   ; Kalos   ; 1.2 SE   ; 2005   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;145000; 26 Ekim 2020   ;62000
 Chevrolet   ; Aveo   ; 1.4 LT   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1398 cc   ; 100 hp   ;94000; 26 Ekim 2020   ;105000
 Chevrolet   ; Lacetti   ; 1.6 SX   ; 2004   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 109 hp   ;165000; 26 Ekim 2020   ;62500
 Chevrolet   ; Rezzo   ; 1.6 SX Comfort   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 108 hp   ;177000; 26 Ekim 2020   ;57000
 Chevrolet   ; Cruze   ; 1.6 Sport Plus   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;145000; 26 Ekim 2020   ;109000
 Chevrolet   ; Aveo   ; 1.4 SX   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1399 cc   ; 100 hp   ;120000; 26 Ekim 2020   ;92500
 Chevrolet   ; Aveo   ; 1.3 D LT   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;94000; 25 Ekim 2020   ;105000
 Chevrolet   ; Cruze   ; 1.6 LS Plus   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;172000; 25 Ekim 2020   ;105900
 Chevrolet   ; Kalos   ; 1.2 S   ; 2006   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;223000; 25 Ekim 2020   ;46000
 Chevrolet   ; Kalos   ; 1.4 SX   ; 2005   ; LPG & Benzin   ; Otomatik   ; 1399 cc   ; 94 hp   ;192000; 25 Ekim 2020   ;65000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;176000; 25 Ekim 2020   ;95000
 Chevrolet   ; Aveo   ; 1.4 LTZ   ; 2012   ; LPG & Benzin   ; Düz   ; 1398 cc   ; 100 hp   ;150400; 25 Ekim 2020   ;78500
 Chevrolet   ; Cruze   ; 1.6 LS Plus   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;105000; 25 Ekim 2020   ;115000
 Chevrolet   ; Aveo   ; 1.4 LS   ; 2012   ; LPG & Benzin   ; Düz   ; 1398 cc   ; 100 hp   ;70000; 25 Ekim 2020   ;84000
 Chevrolet   ; Lacetti   ; 1.6 SX   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 109 hp   ;126000; 25 Ekim 2020   ;72000
 Chevrolet   ; Kalos   ; 1.2 S   ; 2006   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;220000; 25 Ekim 2020   ;56500
 Chevrolet   ; Aveo   ; 1.3 D LT   ; 2013   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;237000; 25 Ekim 2020   ;83000
 Chevrolet   ; Aveo   ; 1.2 LS   ; 2012   ; LPG & Benzin   ; Düz   ; 1229 cc   ; 70 hp   ;201000; 24 Ekim 2020   ;71000
 Chevrolet   ; Cruze   ; 1.6 LS Plus   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;183000; 24 Ekim 2020   ;83500
 Chevrolet   ; Aveo   ; 1.3 D LS   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;121000; 24 Ekim 2020   ;95000
 Chevrolet   ; Kalos   ; 1.4 SX   ; 2005   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;88000; 24 Ekim 2020   ;69000
 Chevrolet   ; Cruze   ; 1.6 LT Plus   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;53000; 24 Ekim 2020   ;129000
 Chevrolet   ; Aveo   ; 1.4 LS   ; 2011   ; LPG & Benzin   ; Düz   ; 1398 cc   ; 100 hp   ;96000; 24 Ekim 2020   ;78500
 Chevrolet   ; Cruze   ; 1.6 LT Plus   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;299000; 24 Ekim 2020   ;89000
 Chevrolet   ; Cruze   ; 1.6 LS Plus   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 113 hp   ;218000; 24 Ekim 2020   ;87750
 Chevrolet   ; Cruze   ; 1.6 LS Plus   ; 2011   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;137000; 24 Ekim 2020   ;103000
 Chevrolet   ; Rezzo   ; 1.6 SX Comfort   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 108 hp   ;195000; 24 Ekim 2020   ;55000
 Chevrolet   ; Lacetti   ; 1.6 SX   ; 2005   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 109 hp   ;182000; 24 Ekim 2020   ;70000
 Chevrolet   ; Aveo   ; 1.2 LS   ; 2012   ; Benzin   ; Düz   ; 1200 cm3' e kadar   ; 76 - 100 HP   ;191000; 24 Ekim 2020   ;64500
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2011   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;195000; 24 Ekim 2020   ;89500
 Chevrolet   ; Cruze   ; 2.0 D LT   ; 2012   ; Dizel   ; Düz   ; 1991 cc   ; 163 hp   ;152000; 24 Ekim 2020   ;110000
 Chevrolet   ; Aveo   ; 1.4 SX   ; 2007   ; LPG & Benzin   ; Otomatik   ; 1399 cc   ; 94 hp   ;215000; 24 Ekim 2020   ;75000
 Chevrolet   ; Aveo   ; 1.4 LT   ; 2011   ; LPG & Benzin   ; Düz   ; 1398 cc   ; 100 hp   ;161000; 24 Ekim 2020   ;85500
 Chevrolet   ; Kalos   ; 1.2 S   ; 2006   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;240000; 24 Ekim 2020   ;51000
 Chevrolet   ; Cruze   ; 1.6 Sport Plus   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;215000; 24 Ekim 2020   ;105000
 Chevrolet   ; Lacetti   ; 1.6 SX   ; 2006   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 109 hp   ;225000; 23 Ekim 2020   ;68750
 Chevrolet   ; Cruze   ; 1.6 LS Plus   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;127000; 23 Ekim 2020   ;110000
 Chevrolet   ; Kalos   ; 1.2 SE   ; 2005   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;79000; 23 Ekim 2020   ;55000
 Chevrolet   ; Kalos   ; 1.2 SE   ; 2005   ; LPG & Benzin   ; Düz   ; 1150 cc   ; 72 hp   ;136800; 23 Ekim 2020   ;57000
 Chevrolet   ; Cruze   ; 1.6 LS Plus   ; 2012   ; Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;85000; 23 Ekim 2020   ;122000
 Chevrolet   ; Aveo   ; 1.3 D LS   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;132000; 23 Ekim 2020   ;83750
 Chevrolet   ; Aveo   ; 1.4 S   ; 2007   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;129000; 23 Ekim 2020   ;86000
 Chevrolet   ; Aveo   ; 1.3 D LT   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;95000; 23 Ekim 2020   ;105000
 Chevrolet   ; Aveo   ; 1.3 D LTZ   ; 2013   ; Dizel   ; Düz   ; 1248 cc   ; 95 hp   ;185000; 23 Ekim 2020   ;102000
 Chevrolet   ; Lacetti   ; 1.6 SX   ; 2007   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 109 hp   ;145000; 23 Ekim 2020   ;68500
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2011   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;69000; 23 Ekim 2020   ;118500
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 113 hp   ;120000; 23 Ekim 2020   ;102500
 Chevrolet   ; Aveo   ; 1.4 SE   ; 2011   ; Benzin   ; Otomatik   ; 1399 cc   ; 100 hp   ;61300; 23 Ekim 2020   ;92000
 Chevrolet   ; Cruze   ; 1.4 T LTZ   ; 2013   ; Benzin   ; Düz   ; 1364 cc   ; 140 hp   ;96000; 23 Ekim 2020   ;160000
 Chevrolet   ; Aveo   ; 1.4 LT   ; 2012   ; Benzin   ; Otomatik   ; 1398 cc   ; 100 hp   ;132000; 23 Ekim 2020   ;94750
 Chevrolet   ; Kalos   ; 1.4 SE   ; 2006   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 83 hp   ;187300; 23 Ekim 2020   ;54500
 Chevrolet   ; Cruze   ; 1.6 LT Plus   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;102000; 23 Ekim 2020   ;86000
 Chevrolet   ; Aveo   ; 1.4 SE   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1399 cc   ; 100 hp   ;130000; 23 Ekim 2020   ;95000
 Chevrolet   ; Cruze   ; 1.6 WTCC Edition Plus   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;64000; 23 Ekim 2020   ;123500
 Chevrolet   ; Lacetti   ; 1.4 SE   ; 2004   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 95 hp   ;144000; 23 Ekim 2020   ;55000
 Chevrolet   ; Cruze   ; 1.6 Design Edition   ; 2012   ; LPG & Benzin   ; Düz   ; 1601 - 1800 cm3   ; 126 - 150 HP   ;175000; 23 Ekim 2020   ;89000
 Chevrolet   ; Lacetti   ; 1.6 SX   ; 2005   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 109 hp   ;175000; 23 Ekim 2020   ;85000
 Chevrolet   ; Cruze   ; 1.6 Sport   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;183000; 23 Ekim 2020   ;117000
 Chevrolet   ; Cruze   ; 1.6 LT   ; 2012   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 124 hp   ;129000; 23 Ekim 2020   ;102000
 Chevrolet   ; Lacetti   ; 1.4 SE   ; 2009   ; Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;148000; 23 Ekim 2020   ;73750
 Chevrolet   ; Aveo   ; 1.4 S   ; 2007   ; LPG & Benzin   ; Düz   ; 1399 cc   ; 94 hp   ;245000; 23 Ekim 2020   ;55000
 Chevrolet   ; Lacetti   ; 1.6 CDX   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 109 hp   ;101450; 23 Ekim 2020   ;82000
 Chevrolet   ; Cruze   ; 1.6 LT Plus   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;53000; 23 Ekim 2020   ;135000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2010   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;166500; 23 Ekim 2020   ;86000
 Chevrolet   ; Kalos   ; 1.4 SX   ; 2005   ; LPG & Benzin   ; Düz   ; 1201 - 1400 cm3   ; 76 - 100 HP   ;230000; 23 Ekim 2020   ;57500
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2009   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 113 hp   ;226000; 23 Ekim 2020   ;84000
 Chevrolet   ; Cruze   ; 1.6 LS   ; 2011   ; LPG & Benzin   ; Otomatik   ; 1598 cc   ; 124 hp   ;134000; 22 Ekim 2020   ;117500
